id;region
53.05.09;PANTAR BARAT
53.05.10;KABOLA
53.05.11;PULAU PURA
53.05.12;MATARU
53.05.13;PUREMAN
53.05.14;PANTAR TIMUR
53.05.15;LEMBUR
53.05.16;PANTAR TENGAH
53.05.17;PANTAR BARU LAUT
53.06;KAB. FLORES TIMUR
53.06.01;WULANGGITANG
53.06.02;TITEHENA
53.06.03;LARANTUKA
53.06.04;ILE MANDIRI
53.06.05;TANJUNG BUNGA
53.06.06;SOLOR BARAT
53.06.07;SOLOR TIMUR
53.06.08;ADONARA BARAT
53.06.09;WOTAN ULUMANDO
53.06.10;ADONARA TIMUR
53.06.11;KELUBAGOLIT
53.06.12;WITIHAMA
53.06.13;ILE BOLENG
53.06.14;DEMON PAGONG
53.06.15;LEWOLEMA
53.06.16;ILE BURA
53.06.17;ADONARA
53.06.18;ADONARA TENGAH
53.06.19;SOLOR SELATAN
53.07;KAB. SIKKA
53.07.01;PAGA
53.07.02;MEGO
53.07.03;LELA
53.07.04;NITA
53.07.05;ALOK
53.07.06;PALUE
53.07.07;NELLE
53.07.08;TALIBURA
53.07.09;WAIGETE
53.07.10;KEWAPANTE
53.07.11;BOLA
53.07.12;MAGEPANDA
53.07.13;WAIBLAMA
53.07.14;ALOK BARAT
53.07.15;ALOK TIMUR
53.07.16;KOTING
53.07.17;TANA WAWO
53.07.18;HEWOKLOANG
53.07.19;KANGAE
53.07.20;DORENG
53.07.21;MAPITARA
53.08;KAB. ENDE
53.08.01;NANGAPANDA
53.08.02;PULAU ENDE
53.08.03;ENDE
53.08.04;ENDE SELATAN
53.08.05;NDONA
53.08.06;DETUSOKO
53.08.07;WEWARIA
53.08.08;WOLOWARU
53.08.09;WOLOJITA
53.08.10;MAUROLE
53.08.11;MAUKARO
53.08.12;LIO TIMUR
53.08.13;KOTA BARU
53.08.14;KELIMUTU
53.08.15;DETUKELI
53.08.16;NDONA TIMUR
53.08.17;NDORI
53.08.18;ENDE UTARA
53.08.19;ENDE TENGAH
53.08.20;ENDE TIMUR
53.08.21;LEPEMBUSU KELISOKE
53.09;KAB. NGADA
53.09.01;AIMERE
53.09.02;GOLEWA
53.09.06;BAJAWA
53.09.07;SOA
53.09.09;RIUNG
53.09.12;JEREBUU
53.09.14;RIUNG BARAT
53.09.15;BAJAWA UTARA
53.09.16;WOLOMEZE
53.09.18;GOLEWA SELATAN
53.09.19;GOLEWA BARAT
53.09.20;INERIE
53.10;KAB. MANGGARAI
53.10.01;WAE RII
53.10.03;RUTENG
53.10.05;SATAR MESE
53.10.06;CIBAL
53.10.11;REOK
53.10.12;LANGKE REMBONG
53.10.13;SATAR MESE BARAT
53.10.14;RAHONG UTARA
53.10.15;LELAK
53.10.16;REOK BARAT
53.10.17;CIBAL BARAT
53.10.18;SATAR MESE UTARA
53.11;KAB. SUMBA TIMUR
53.11.01;KOTA WAINGAPU
53.11.02;HAHARU
53.11.03;LEWA
53.11.04;NGGAHA ORI ANGU
53.11.05;TABUNDUNG
53.11.06;PINU PAHAR
53.11.07;PANDAWAI
53.11.08;UMALULU
53.11.09;RINDI
53.11.10;PAHUNGA LODU
53.11.11;WULLA WAIJELU
53.11.12;PABERIWAI
53.11.13;KARERA
53.11.14;KAHAUNGU ETI
53.11.15;MATAWAI LA PAWU
53.11.16;KAMBERA
53.11.17;KAMBATA MAPAMBUHANG
53.11.18;LEWA TIDAHU
53.11.19;KATALA HAMU LINGU
53.11.20;KANATANG
53.11.21;NGADU NGALA
53.11.22;MAHU
53.12;KAB. SUMBA BARAT
53.12.04;TANA RIGHU
53.12.10;LOLI
53.12.11;WANOKAKA
53.12.12;LAMBOYA
53.12.15;KOTA WAIKABUBAK
53.12.18;LABOYA BARAT
53.13;KAB. LEMBATA
53.13.01;NAGA WUTUNG
53.13.02;ATADEI
53.13.03;ILE APE
53.13.04;LEBATUKAN
53.13.05;NUBATUKAN
53.13.06;OMESURI
53.13.07;BUYASURI
53.13.08;WULANDONI
53.13.09;ILE APE TIMUR
53.14;KAB. ROTE NDAO
53.14.01;ROTE BARAT DAYA
53.14.02;ROTE BARAT LAUT
53.14.03;LOBALAIN
53.14.04;ROTE TENGAH
53.14.05;PANTAI BARU
53.14.06;ROTE TIMUR
53.14.07;ROTE BARAT
53.14.08;ROTE SELATAN
53.14.09;NDAO NUSE
53.14.10;LANDU LEKO
53.15;KAB. MANGGARAI BARAT
53.15.01;MACANG PACAR
53.15.02;KUWUS
53.15.03;LEMBOR
53.15.04;SANO NGGOANG
53.15.05;KOMODO
53.15.06;BOLENG
53.15.07;WELAK
53.15.08;NDOSO
53.15.09;LEMBOR SELATAN
53.15.10;MBELILING
53.15.11;PACAR
53.15.12;KUWUS BARAT
53.16;KAB. NAGEKEO
53.16.01;AESESA
53.16.02;NANGARORO
53.16.03;BOAWAE
53.16.04;MAUPONGGO
53.16.05;WOLOWAE
53.16.06;KEO TENGAH
53.16.07;AESESA SELATAN
53.17;KAB. SUMBA TENGAH
53.17.01;KATIKU TANA
53.17.02;UMBU RATU NGGAY BARAT
53.17.03;MAMBORO
53.17.04;UMBU RATU NGGAY
53.17.05;KATIKU TANA SELATAN
53.18;KAB. SUMBA BARAT DAYA
53.18.01;LOURA
53.18.02;WEWEWA UTARA
53.18.03;WEWEWA TIMUR
53.18.04;WEWEWA BARAT
53.18.05;WEWEWA SELATAN
53.18.06;KODI BANGEDO
53.18.07;KODI
53.18.08;KODI UTARA
53.18.09;KOTA TAMBOLAKA
53.18.10;WEWEWA TENGAH
53.18.11;KODI BALAGHAR
53.19;KAB. MANGGARAI TIMUR
53.19.01;BORONG
53.19.02;POCO RANAKA
53.19.03;LAMBA LEDA
53.19.04;SAMBI RAMPAS
53.19.05;ELAR
53.19.06;KOTA KOMBA
53.19.07;RANA MESE
53.19.08;POCO RANAKA TIMUR
53.19.09;ELAR SELATAN
53.20;KAB. SABU RAIJUA
53.20.01;SABU BARAT
53.20.02;SABU TENGAH
53.20.03;SABU TIMUR
53.20.04;SABU LIAE
53.20.05;HAWU MEHARA
53.20.06;RAIJUA
53.21;KAB. MALAKA
53.21.01;MALAKA TENGAH
53.21.02;MALAKA BARAT
53.21.03;WEWIKU
53.21.04;WELIMAN
53.21.05;RINHAT
53.21.06;IO KUFEU
53.21.07;SASITAMEAN
53.21.08;LAENMANEN
53.21.09;MALAKA TIMUR
53.21.10;KOBALIMA TIMUR
53.21.11;KOBALIMA
53.21.12;BOTIN LEOBELE
53.71;KOTA KUPANG
53.71.01;ALAK
53.71.02;MAULAFA
53.71.03;KELAPA LIMA
53.71.04;OEBOBO
53.71.05;KOTA RAJA
53.71.06;KOTA LAMA
61;KALIMANTAN BARAT
61.01;KAB. SAMBAS
61.01.01;SAMBAS
61.01.02;TELUK KERAMAT
61.01.03;JAWAI
61.01.04;TEBAS
61.01.05;PEMANGKAT
61.01.06;SEJANGKUNG
61.01.07;SELAKAU
61.01.08;PALOH
61.01.09;SAJINGAN BESAR
61.01.10;SUBAH
61.01.11;GALING
61.01.12;TEKARANG
61.01.13;SEMPARUK
61.01.14;SAJAD
61.01.15;SEBAWI
61.01.16;JAWAI SELATAN
61.01.17;TANGARAN
61.01.18;SALATIGA
61.01.19;SELAKAU TIMUR
61.02;KAB. MEMPAWAH
61.02.01;MEMPAWAH HILIR
61.02.06;TOHO
61.02.07;SUNGAI PINYUH
61.02.08;SIANTAN
61.02.12;SUNGAI KUNYIT
61.02.15;SEGEDONG
61.02.16;ANJONGAN
61.02.17;SADANIANG
61.02.18;MEMPAWAH TIMUR
61.03;KAB. SANGGAU
61.03.01;KAPUAS
61.03.02;MUKOK
61.03.03;NOYAN
61.03.04;JANGKANG
61.03.05;BONTI
61.03.06;BEDUAI
61.03.07;SEKAYAM
61.03.08;KEMBAYAN
61.03.09;PARINDU
61.03.10;TAYAN HULU
61.03.11;TAYAN HILIR
61.03.12;BALAI
61.03.13;TOBA
61.03.20;MELIAU
61.03.21;ENTIKONG
61.04;KAB. KETAPANG
61.04.01;MATAN HILIR UTARA
61.04.02;MARAU
61.04.03;MANIS MATA
61.04.04;KENDAWANGAN
61.04.05;SANDAI
61.04.07;SUNGAI LAUR
61.04.08;SIMPANG HULU
61.04.11;NANGA TAYAP
61.04.12;MATAN HILIR SELATAN
61.04.13;TUMBANG TITI
61.04.14;JELAI HULU
61.04.16;DELTA PAWAN
61.04.17;MUARA PAWAN
61.04.18;BENUA KAYONG
61.04.19;HULU SUNGAI
61.04.20;SIMPANG DUA
61.04.21;AIR UPAS
61.04.22;SINGKUP
61.04.24;PEMAHAN
61.04.25;SUNGAI MELAYU RAYAK
61.05;KAB. SINTANG
61.05.01;SINTANG
61.05.02;TEMPUNAK
61.05.03;SEPAUK
61.05.04;KETUNGAU HILIR
61.05.05;KETUNGAU TENGAH
61.05.06;KETUNGAU HULU
61.05.07;DEDAI
61.05.08;KAYAN HILIR
61.05.09;KAYAN HULU
61.05.14;SERAWAI
61.05.15;AMBALAU
61.05.19;KELAM PERMAI
61.05.20;SUNGAI TEBELIAN
61.05.21;BINJAI HULU
61.06;KAB. KAPUAS HULU
61.06.01;PUTUSSIBAU UTARA
61.06.02;BIKA
61.06.03;EMBALOH HILIR
61.06.04;EMBALOH HULU
61.06.05;BUNUT HILIR
61.06.06;BUNUT HULU
61.06.07;JONGKONG
61.06.08;HULU GURUNG
61.06.09;SELIMBAU
61.06.10;SEMITAU
61.06.11;SEBERUANG
61.06.12;BATANG LUPAR
61.06.13;EMPANANG
61.06.14;BADAU
61.06.15;SILAT HILIR
61.06.16;SILAT HULU
61.06.17;PUTUSSIBAU SELATAN
61.06.18;KALIS
61.06.19;BOYAN TANJUNG
61.06.20;MENTEBAH
61.06.21;PENGKADAN
61.06.22;SUHAID
61.06.23;PURING KENCANA
61.07;KAB. BENGKAYANG
61.07.01;SUNGAI RAYA
61.07.02;SAMALANTAN
61.07.03;LEDO
61.07.04;BENGKAYANG
61.07.05;SELUAS
61.07.06;SANGGAU LEDO
61.07.07;JAGOI BABANG
61.07.08;MONTERADO
61.07.09;TERIAK
61.07.10;SUTI SEMARANG
61.07.11;CAPKALA
61.07.12;SIDING
61.07.13;LUMAR
61.07.14;SUNGAI BETUNG
61.07.15;SUNGAI RAYA KEPULAUAN
61.07.16;LEMBAH BAWANG
61.07.17;TUJUH BELAS
61.08;KAB. LANDAK
61.08.01;NGABANG
61.08.02;MEMPAWAH HULU
61.08.03;MENJALIN
61.08.04;MANDOR
61.08.05;AIR BESAR
61.08.06;MENYUKE
61.08.07;SENGAH TEMILA
61.08.08;MERANTI
61.08.09;KUALA BEHE
61.08.10;SEBANGKI
61.08.11;JELIMPO
61.08.12;BANYUKE HULU
61.08.13;SOMPAK
61.09;KAB. SEKADAU
61.09.01;SEKADAU HILIR
61.09.02;SEKADAU HULU
61.09.03;NANGA TAMAN
61.09.04;NANGA MAHAP
61.09.05;BELITANG HILIR
61.09.06;BELITANG HULU
61.09.07;BELITANG
61.10;KAB. MELAWI
61.10.01;BELIMBING
61.10.02;NANGA PINOH
61.10.03;ELLA HILIR
61.10.04;MENUKUNG
61.10.05;SAYAN
61.10.06;TANAH PINOH
61.10.07;SOKAN
61.10.08;PINOH UTARA
61.10.09;PINOH SELATAN
61.10.10;BELIMBING HULU
61.10.11;TANAH PINOH BARAT
61.11;KAB. KAYONG UTARA
61.11.01;SUKADANA
61.11.02;SIMPANG HILIR
61.11.03;TELUK BATANG
61.11.04;PULAU MAYA
61.11.05;SEPONTI
61.11.06;KEPULAUAN KARIMATA
61.12;KAB. KUBU RAYA
61.12.01;SUNGAI RAYA
61.12.02;KUALA MANDOR B
61.12.03;SUNGAI AMBAWANG
61.12.04;TERENTANG
61.12.05;BATU AMPAR
61.12.06;KUBU
61.12.07;RASAU JAYA
61.12.08;TELUK PAKEDAI
61.12.09;SUNGAI KAKAP
61.71;KOTA PONTIANAK
61.71.01;PONTIANAK SELATAN
61.71.02;PONTIANAK TIMUR
61.71.03;PONTIANAK BARAT
61.71.04;PONTIANAK UTARA
61.71.05;PONTIANAK KOTA
61.71.06;PONTIANAK TENGGARA
61.72;KOTA SINGKAWANG
61.72.01;SINGKAWANG TENGAH
61.72.02;SINGKAWANG BARAT
61.72.03;SINGKAWANG TIMUR
61.72.04;SINGKAWANG UTARA
61.72.05;SINGKAWANG SELATAN
62;KALIMANTAN TENGAH
62.01;KAB. KOTAWARINGIN BARAT
62.01.01;KUMAI
62.01.02;ARUT SELATAN
62.01.03;KOTAWARINGIN LAMA
62.01.04;ARUT UTARA
62.01.05;PANGKALAN LADA
62.01.06;PANGKALAN BANTENG
62.02;KAB. KOTAWARINGIN TIMUR
62.02.01;KOTA BESI
62.02.02;CEMPAGA
62.02.03;MENTAYA HULU
62.02.04;PARENGGEAN
62.02.05;BAAMANG
62.02.06;MENTAWA BARU KETAPANG
62.02.07;MENTAYA HILIR UTARA
62.02.08;MENTAYA HILIR SELATAN
62.02.09;PULAU HANAUT
62.02.10;ANTANG KALANG
62.02.11;TELUK SAMPIT
62.02.12;SERANAU
62.02.13;CEMPAGA HULU
62.02.14;TELAWANG
62.02.15;BUKIT SANTUAI
62.02.16;TUALAN HULU
62.02.17;TELAGA ANTANG
62.03;KAB. KAPUAS
62.03.01;SELAT
62.03.02;KAPUAS HILIR
62.03.03;KAPUAS TIMUR
62.03.04;KAPUAS KUALA
62.03.05;KAPUAS BARAT
62.03.06;PULAU PETAK
62.03.07;KAPUAS MURUNG
62.03.08;BASARANG
62.03.09;MANTANGAI
62.03.10;TIMPAH
62.03.11;KAPUAS TENGAH
62.03.12;KAPUAS HULU
62.03.13;TAMBAN CATUR
62.03.14;PASAK TALAWANG
62.03.15;MANDAU TALAWANG
62.03.16;DADAHUP
62.03.17;BATAGUH
62.04;KAB. BARITO SELATAN
62.04.01;JENAMAS
62.04.02;DUSUN HILIR
62.04.03;KARAU KUALA
62.04.04;DUSUN UTARA
62.04.05;GN. BINTANG AWAI
62.04.06;DUSUN SELATAN
62.05;KAB. BARITO UTARA
62.05.01;MONTALLAT
62.05.02;GUNUNG TIMANG
62.05.03;GUNUNG PUREI
62.05.04;TEWEH TIMUR
62.05.05;TEWEH TENGAH
62.05.06;LAHEI
62.05.07;TEWEH BARU
62.05.08;TEWEH SELATAN
62.05.09;LAHEI BARAT
62.06;KAB. KATINGAN
62.06.01;KAMIPANG
62.06.02;KATINGAN HILIR
62.06.03;TEWANG SANGALANG GARING
62.06.04;PULAU MALAN
62.06.05;KATINGAN TENGAH
62.06.06;SANAMAN MANTIKEI
62.06.07;MARIKIT
62.06.08;KATINGAN HULU
62.06.09;MENDAWAI
62.06.10;KATINGAN KUALA
62.06.11;TASIK PAYAWAN
62.06.12;PETAK MALAI
62.06.13;BUKIT RAYA
62.07;KAB. SERUYAN
62.07.01;SERUYAN HILIR
62.07.02;SERUYAN TENGAH
62.07.03;DANAU SEMBULUH
62.07.04;HANAU
62.07.05;SERUYAN HULU
62.07.06;SERUYAN HILIR TIMUR
62.07.07;SERUYAN RAYA
62.07.08;DANAU SELULUK
62.07.09;BATU AMPAR
62.07.10;SULING TAMBUN
62.08;KAB. SUKAMARA
62.08.01;SUKAMARA
62.08.02;JELAI
62.08.03;BALAI RIAM
62.08.04;PANTAI LUNCI
62.08.05;PERMATA KECUBUNG
62.09;KAB. LAMANDAU
62.09.01;LAMANDAU
62.09.02;DELANG
62.09.03;BULIK
62.09.04;BULIK TIMUR
62.09.05;MENTHOBI RAYA
62.09.06;SEMATU JAYA
62.09.07;BELANTIKAN RAYA
62.09.08;BATANG KAWA
62.10;KAB. GUNUNG MAS
62.10.01;SEPANG SIMIN
62.10.02;KURUN
62.10.03;TEWAH
62.10.04;KAHAYAN HULU UTARA
62.10.05;RUNGAN
62.10.06;MANUHING
62.10.07;MIHING RAYA
62.10.08;DAMANG BATU
62.10.09;MIRI MANASA
62.10.10;RUNGAN HULU
62.10.11;MAHUNING RAYA
62.10.12;RUNGAN BARAT
62.11;KAB. PULANG PISAU
62.11.01;PANDIH BATU
62.11.02;KAHAYAN KUALA
62.11.03;KAHAYAN TENGAH
62.11.04;BANAMA TINGANG
62.11.05;KAHAYAN HILIR
62.11.06;MALIKU
62.11.07;JABIREN
62.11.08;SEBANGAU KUALA
62.12;KAB. MURUNG RAYA
62.12.01;MURUNG
62.12.02;TANAH SIANG
62.12.03;LAUNG TUHUP
62.12.04;PERMATA INTAN
62.12.05;SUMBER BARITO
62.12.06;BARITO TUHUP RAYA
62.12.07;TANAH SIANG SELATAN
62.12.08;SUNGAI BABUAT
62.12.09;SERIBU RIAM
62.12.10;UUT MURUNG
62.13;KAB. BARITO TIMUR
62.13.01;DUSUN TIMUR
62.13.02;BANUA LIMA
62.13.03;PATANGKEP TUTUI
62.13.04;AWANG
62.13.05;DUSUN TENGAH
62.13.06;PEMATANG KARAU
62.13.07;PAJU EPAT
62.13.08;RAREN BATUAH
62.13.09;PAKU
62.13.10;KARUSEN JANANG
62.71;KOTA PALANGKARAYA
62.71.01;PAHANDUT
62.71.02;BUKIT BATU
62.71.03;JEKAN RAYA
62.71.04;SABANGAU
62.71.05;RAKUMPIT
63;KALIMANTAN SELATAN
63.01;KAB. TANAH LAUT
63.01.01;TAKISUNG
63.01.02;JORONG
63.01.03;PELAIHARI
63.01.04;KURAU
63.01.05;BATI BATI
63.01.06;PANYIPATAN
63.01.07;KINTAP
63.01.08;TAMBANG ULANG
63.01.09;BATU AMPAR
63.01.10;BAJUIN
63.01.11;BUMI MAKMUR
63.02;KAB. KOTABARU
63.02.01;PULAUSEMBILAN
63.02.02;PULAULAUT BARAT
63.02.03;PULAULAUT SELATAN
63.02.04;PULAULAUT TIMUR
63.02.05;PULAUSEBUKU
63.02.06;PULAULAUT UTARA
63.02.07;KELUMPANG SELATAN
63.02.08;KELUMPANG HULU
63.02.09;KELUMPANG TENGAH
63.02.10;KELUMPANG UTARA
63.02.11;PAMUKAN SELATAN
63.02.12;SAMPANAHAN
63.02.13;PAMUKAN UTARA
63.02.14;HAMPANG
63.02.15;SUNGAIDURIAN
63.02.16;PULAULAUT TENGAH
63.02.17;KELUMPANG HILIR
63.02.18;KELUMPANG BARAT
63.02.19;PAMUKAN BARAT
63.02.20;PULAULAUT KEPULAUAN
63.02.21;PULAULAUT TANJUNG SELAYAR
63.03;KAB. BANJAR
63.03.01;ALUH ALUH
63.03.02;KERTAK HANYAR
63.03.03;GAMBUT
63.03.04;SUNGAI TABUK
63.03.05;MARTAPURA
63.03.06;KARANG INTAN
63.03.07;ASTAMBUL
63.03.08;SIMPANG EMPAT
63.03.09;PENGAROM
63.03.10;SUNGAI PINANG
63.03.11;ARANIO
63.03.12;MATARAMAN
63.03.13;BERUNTUNG BARU
63.03.14;MARTAPURA BARAT
63.03.15;MARTAPURA TIMUR
63.03.16;SAMBUNG MAKMUR
63.03.17;PARAMASAN
63.03.18;TELAGA BAUNTUNG
63.03.19;TATAH MAKMUR
63.03.20;CINTAPURI DARUSSALAM
63.04;KAB. BARITO KUALA
63.04.01;TABUNGANEN
63.04.02;TAMBAN
63.04.03;ANJIR PASAR
63.04.04;ANJIR MUARA
63.04.05;ALALAK
63.04.06;MANDASTANA
63.04.07;RANTAU BADAUH
63.04.08;BELAWANG
63.04.09;CERBON
63.04.10;BAKUMPAI
63.04.11;KURIPAN
63.04.12;TABUKAN
63.04.13;MEKARSARI
63.04.14;BARAMBAI
63.04.15;MARABAHAN
63.04.16;WANARAYA
63.04.17;JEJANGKIT
63.05;KAB. TAPIN
63.05.01;BINUANG
63.05.02;TAPIN SELATAN
63.05.03;TAPIN TENGAH
63.05.04;TAPIN UTARA
63.05.05;CANDI LARAS SELATAN
63.05.06;CANDI LARAS UTARA
63.05.07;BAKARANGAN
63.05.08;PIANI
63.05.09;BUNGUR
63.05.10;LOKPAIKAT
63.05.11;SALAM BABARIS
63.05.12;HATUNGUN
63.06;KAB. HULU SUNGAI SELATAN
63.06.01;SUNGAI RAYA
63.06.02;PADANG BATUNG
63.06.03;TELAGA LANGSAT
63.06.04;ANGKINANG
63.06.05;KANDANGAN
63.06.06;SIMPUR
63.06.07;DAHA SELATAN
63.06.08;DAHA UTARA
63.06.09;KALUMPANG
63.06.10;LOKSADO
63.06.11;DAHA BARAT
63.07;KAB. HULU SUNGAI TENGAH
63.07.01;HARUYAN
63.07.02;BATU BENAWA
63.07.03;LABUAN AMAS SELATAN
63.07.04;LABUAN AMAS UTARA
63.07.05;PANDAWAN
63.07.06;BARABAI
63.07.07;BATANG ALAI SELATAN
63.07.08;BATANG ALAI UTARA
63.07.09;HANTAKAN
63.07.10;BATANG ALAI TIMUR
63.07.11;LIMPASU
63.08;KAB. HULU SUNGAI UTARA
63.08.01;DANAU PANGGANG
63.08.02;BABIRIK
63.08.03;SUNGAI PANDAN
63.08.04;AMUNTAI SELATAN
63.08.05;AMUNTAI TENGAH
63.08.06;AMUNTAI UTARA
63.08.07;BANJANG
63.08.08;HAUR GADING
63.08.09;PAMINGGIR
63.08.10;SUNGAI TABUKAN
63.09;KAB. TABALONG
63.09.01;BANUA LAWAS
63.09.02;KELUA
63.09.03;TANTA
63.09.04;TANJUNG
63.09.05;HARUAI
63.09.06;MURUNG PUDAK
63.09.07;MUARA UYA
63.09.08;MUARA HARUS
63.09.09;PUGAAN
63.09.10;UPAU
63.09.11;JARO
63.09.12;BINTANG ARA
63.10;KAB. TANAH BUMBU
63.10.01;BATU LICIN
63.10.02;KUSAN HILIR
63.10.03;SUNGAI LOBAN
63.10.04;SATUI
63.10.05;KUSAN HULU
63.10.06;SIMPANG EMPAT
63.10.07;KARANG BINTANG
63.10.08;MANTEWE
63.10.09;ANGSANA
63.10.10;KURANJI
63.11;KAB. BALANGAN
63.11.01;JUAI
63.11.02;HALONG
63.11.03;AWAYAN
63.11.04;BATU MANDI
63.11.05;LAMPIHONG
63.11.06;PARINGIN
63.11.07;PARINGIN SELATAN
63.11.08;TEBING TINGGI
63.71;KOTA BANJARMASIN
63.71.01;BANJARMASIN SELATAN
63.71.02;BANJARMASIN TIMUR
63.71.03;BANJARMASIN BARAT
63.71.04;BANJARMASIN UTARA
63.71.05;BANJARMASIN TENGAH
63.72;KOTA BANJARBARU
63.72.02;LANDASAN ULIN
63.72.03;CEMPAKA
63.72.04;BANJARBARU UTARA
63.72.05;BANJARBARU SELATAN
63.72.06;LIANG ANGGANG
64;KALIMANTAN TIMUR
64.01;KAB. PASER
64.01.01;BATU SOPANG
64.01.02;TANJUNG HARAPAN
64.01.03;PASER BELENGKONG
64.01.04;TANAH GROGOT
64.01.05;KUARO
64.01.06;LONG IKIS
64.01.07;MUARA KOMAM
64.01.08;LONG KALI
64.01.09;BATU ENGAU
64.01.10;MUARA SAMU
64.02;KAB. KUTAI KARTANEGARA
64.02.01;MUARA MUNTAI
64.02.02;LOA KULU
64.02.03;LOA JANAN
64.02.04;ANGGANA
64.02.05;MUARA BADAK
64.02.06;TENGGARONG
64.02.07;SEBULU
64.02.08;KOTA BANGUN
64.02.09;KENOHAN
64.02.10;KEMBANG JANGGUT
64.02.11;MUARA KAMAN
64.02.12;TABANG
64.02.13;SAMBOJA
64.02.14;MUARA JAWA
64.02.15;SANGA SANGA
64.02.16;TENGGARONG SEBERANG
64.02.17;MARANG KAYU
64.02.18;MUARA WIS
64.03;KAB. BERAU
64.03.01;KELAY
64.03.02;TALISAYAN
64.03.03;SAMBALIUNG
64.03.04;SEGAH
64.03.05;TANJUNG REDEB
64.03.06;GUNUNG TABUR
64.03.07;PULAU DERAWAN
64.03.08;BIDUK-BIDUK
64.03.09;TELUK BAYUR
64.03.10;TABALAR
64.03.11;MARATUA
64.03.12;BATU PUTIH
64.03.13;BIATAN
64.07;KAB. KUTAI BARAT
64.07.05;LONG IRAM
64.07.06;MELAK
64.07.07;BARONG TONGKOK
64.07.08;DAMAI
64.07.09;MUARA LAWA
64.07.10;MUARA PAHU
64.07.11;JEMPANG
64.07.12;BONGAN
64.07.13;PENYINGGAHAN
64.07.14;BENTIAN BESAR
64.07.15;LINGGANG BIGUNG
64.07.16;NYUATAN
64.07.17;SILUQ NGURAI
64.07.18;MOOK MANAAR BULATN
64.07.19;TERING
64.07.20;SEKOLAQ DARAT
64.08;KAB. KUTAI TIMUR
64.08.01;MUARA ANCALONG
64.08.02;MUARA WAHAU
64.08.03;MUARA BENGKAL
64.08.04;SANGATTA UTARA
64.08.05;SANGKULIRANG
64.08.06;BUSANG
64.08.07;TELEN
64.08.08;KOMBENG
64.08.09;BENGALON
64.08.10;KALIORANG
64.08.11;SANDARAN
64.08.12;SANGATTA SELATAN
64.08.13;TELUK PANDAN
64.08.14;RANTAU PULUNG
64.08.15;KAUBUN
64.08.16;KARANGAN
64.08.17;BATU AMPAR
64.08.18;LONG MESANGAT
64.09;KAB. PENAJAM PASER UTARA
64.09.01;PENAJAM
64.09.02;WARU
64.09.03;BABULU
64.09.04;SEPAKU
64.11;KAB. MAHAKAM ULU
64.11.01;LONG BAGUN
64.11.02;LONG HUBUNG
64.11.03;LAHAM
64.11.04;LONG APARI
64.11.05;LONG PAHANGAI
64.71;KOTA BALIKPAPAN
64.71.01;BALIKPAPAN TIMUR
64.71.02;BALIKPAPAN BARAT
64.71.03;BALIKPAPAN UTARA
64.71.04;BALIKPAPAN TENGAH
64.71.05;BALIKPAPAN SELATAN
64.71.06;BALIKPAPAN KOTA
64.72;KOTA SAMARINDA
64.72.01;PALARAN
64.72.02;SAMARINDA SEBERANG
64.72.03;SAMARINDA ULU
64.72.04;SAMARINDA ILIR
64.72.05;SAMARINDA UTARA
64.72.06;SUNGAI KUNJANG
64.72.07;SAMBUTAN
64.72.08;SUNGAI PINANG
64.72.09;SAMARINDA KOTA
64.72.10;LOA JANAN ILIR
64.74;KOTA BONTANG
64.74.01;BONTANG UTARA
64.74.02;BONTANG SELATAN
64.74.03;BONTANG BARAT
65;KALIMANTAN UTARA
65.01;KAB. BULUNGAN
65.01.01;TANJUNG PALAS
65.01.02;TANJUNG PALAS BARAT
65.01.03;TANJUNG PALAS UTARA
65.01.04;TANJUNG PALAS TIMUR
65.01.05;TANJUNG SELOR
65.01.06;TANJUNG PALAS TENGAH
65.01.07;PESO
65.01.08;PESO HILIR
65.01.09;SEKATAK
65.01.10;BUNYU
65.02;KAB. MALINAU
65.02.01;MENTARANG
65.02.02;MALINAU KOTA
65.02.03;PUJUNGAN
65.02.04;KAYAN HILIR
65.02.05;KAYAN HULU
65.02.06;MALINAU SELATAN
65.02.07;MALINAU UTARA
65.02.08;MALINAU BARAT
65.02.09;SUNGAI BOH
65.02.10;KAYAN SELATAN
65.02.11;BAHAU HULU
65.02.12;MENTARANG HULU
65.02.13;MALINAU SELATAN HILIR
65.02.14;MALINAU SELATAN HULU
65.02.15;SUNGAI TUBU
65.03;KAB. NUNUKAN
65.03.01;SEBATIK
65.03.02;NUNUKAN
65.03.03;SEMBAKUNG
65.03.04;LUMBIS
65.03.05;KRAYAN
65.03.06;SEBUKU
65.03.07;KRAYAN SELATAN
65.03.08;SEBATIK BARAT
65.03.09;NUNUKAN SELATAN
65.03.10;SEBATIK TIMUR
65.03.11;SEBATIK UTARA
65.03.12;SEBATIK TENGAH
65.03.13;SEI MENGGARIS
65.03.14;TULIN ONSOI
65.03.15;LUMBIS OGONG
65.03.16;SEMBAKUNG ATULAI
65.03.17;KRAYAN TENGAH
65.03.18;KRAYAN TIMUR
65.03.19;KRAYAN BARAT
65.04;KAB. TANA TIDUNG
65.04.01;SESAYAP
65.04.02;SESAYAP HILIR
65.04.03;TANA LIA
65.04.04;BETAYAU
65.04.05;MURUK RIAN
65.71;KOTA TARAKAN
65.71.01;TARAKAN BARAT
65.71.02;TARAKAN TENGAH
65.71.03;TARAKAN TIMUR
65.71.04;TARAKAN UTARA
